,p,d,m
4041,695,1,14052.45485
4042,859,0,14014.05208
4043,584,1,7486.872531
4044,695,0,9756.409485
4045,695,1,10893.72575
4046,859,0,9011.811907
4047,695,1,9615.006649
4048,584,1,14144.96517
4049,584,1,11495.32414
4050,695,1,14544.78005
4051,584,1,6563.654005
4052,695,1,12025.43069
4053,689,1,13689.14842
4054,695,0,11756.81517
4055,584,0,11921.08952
4056,770,0,11899.89632
4057,695,0,7574.079036
4058,666,0,9543.488262
4059,584,1,9373.633281
4060,584,1,14341.84096
4061,695,1,9949.307844
4062,584,1,11035.11921
4063,584,1,7050.851725
4064,584,1,6964.413664
4065,584,1,11684.31888
4066,584,1,7958.731712
4067,584,1,12827.67878
4068,584,1,11338.72323
4069,584,1,14204.44225
4070,584,1,9422.222471
4071,584,0,8413.70346
4072,770,1,12523.26376
4073,584,1,6370.121211
4074,584,1,9611.414971
4075,584,1,12220.63098
4076,584,1,11771.01987
4077,584,1,10334.99857
4078,666,0,10197.88149
4079,584,1,11770.09235
4080,695,1,9947.933536
4081,695,0,9549.475139
4082,695,0,10417.62058
4083,666,1,10548.80454
4084,584,1,13154.1187
4085,584,1,6790.060556
4086,666,1,14320.92971
4087,584,0,5744.748363
4088,695,1,14613.67366
4089,584,1,11919.78272
4090,584,1,13311.74067
4091,584,1,11470.0788
4092,584,1,10367.0186
4093,584,1,9594.341865
4094,584,1,13141.97786
4095,666,1,11803.29737
4096,770,0,10135.96891
4097,584,1,12080.27134
4098,584,1,13968.89255
4099,695,1,14516.80675
4100,666,0,6452.262122
4101,584,1,9863.776884
4102,695,0,8094.773899
4103,584,0,8074.652453
4104,695,1,12318.05349
4105,695,0,8963.792621
4106,584,1,10143.56359
4107,584,1,14819.81224
4108,584,1,9714.573927
4109,859,0,11472.09545
4110,666,1,9985.043447
4111,666,1,12757.72138
4112,584,1,15551.60512
4113,695,0,8483.79772
4114,584,1,8948.568237
4115,770,1,13942.41353
4116,584,0,8411.980552
4117,584,1,11055.91952
4118,695,1,13786.48226
4119,584,1,11454.04348
4120,695,1,11095.32815
4121,695,0,7245.649391
4122,584,1,8923.036417
4123,695,0,8611.366095
4124,695,0,8576.97712
4125,695,0,7329.491437
4126,584,0,12179.08501
4127,695,1,14093.17083
4128,770,1,14691.4776
4129,695,1,13012.51143
4130,770,0,10102.60931
4131,584,1,11730.63573
4132,584,1,9190.98276
4133,584,1,7494.392069
4134,584,1,9394.827101
4135,695,1,9611.981027
4136,584,1,9952.833159
4137,584,1,11414.79964
4138,695,1,13036.14384
4139,584,1,9761.456423
4140,695,0,9416.653599
4141,584,1,15344.91302
4142,666,0,10585.71036
4143,695,1,13855.07698
4144,695,0,10375.26523
4145,695,0,10083.67661
4146,666,1,11890.72315
4147,584,1,9888.789919
4148,859,0,10348.01001
4149,695,1,13239.09396
4150,695,0,7869.476602
4151,584,0,5163.999632
4152,689,1,12182.05524
4153,584,1,12280.47948
4154,584,1,13204.71382
4155,584,1,13947.42578
4156,695,1,12910.59314
4157,695,0,9309.430782
4158,584,1,9039.091639
4159,859,0,10649.20254
4160,584,1,12701.64278
4161,695,0,11556.57247
4162,695,1,11879.00973
4163,689,1,13708.63231
4164,584,1,6519.696417
4165,584,1,10663.12104
4166,695,0,8704.504186
4167,584,0,7553.61584
4168,695,0,12174.83495
4169,584,1,10147.51904
4170,584,1,10017.55796
4171,666,1,13314.8803
4172,695,1,12280.28214
4173,584,1,13989.81359
4174,695,1,11886.1985
4175,666,1,13981.62044
4176,689,0,7204.08478
4177,584,1,12158.95255
4178,584,1,9369.708029
4179,666,1,10416.88274
4180,859,0,13482.73639
4181,584,1,6801.544528
4182,695,0,11133.75558
4183,584,1,11416.3388
4184,584,1,8150.253433
4185,695,1,13362.54171
4186,770,0,5909.800886
4187,859,0,7397.911713
4188,584,1,12529.43273
4189,695,0,11535.60524
4190,695,0,10629.38958
4191,770,0,10167.2093
4192,695,1,13032.26093
4193,584,1,11868.80234
4194,695,1,11049.46868
4195,695,1,13118.89425
4196,584,1,10586.28653
4197,859,0,10654.94267
4198,689,1,12010.63839
4199,695,0,10977.46211
4200,584,1,15248.74654
4201,689,0,8068.400374
4202,695,1,13455.58945
4203,584,0,9158.670114
4204,584,1,11652.95053
4205,695,1,12640.89285
4206,666,1,12404.46877
4207,859,0,13297.55056
4208,770,0,11947.09631
4209,695,0,7402.421545
4210,584,1,10182.49953
4211,584,1,12463.68621
4212,695,1,13624.83972
4213,584,1,7930.107857
4214,584,1,12007.32445
4215,770,0,11199.10312
4216,584,1,12271.62412
4217,584,1,9774.322889
4218,584,1,9840.016978
4219,695,1,11901.33459
4220,584,1,7902.527341
4221,695,1,15820.90807
4222,584,1,6538.044963
4223,584,1,13703.05564
4224,584,1,9824.131
4225,584,1,12296.09912
4226,584,1,10570.94799
4227,689,0,7249.146687
4228,584,0,9363.354664
4229,695,1,13023.69433
4230,584,1,12781.5422
4231,584,1,9910.611323
4232,859,1,14815.31941
4233,859,0,8196.558947
4234,584,1,13210.82973
4235,584,1,8030.668976
4236,584,1,12133.89526
4237,584,1,13293.64282
4238,584,1,13497.97801
4239,584,1,12639.68984
4240,584,1,8732.365446
4241,666,1,13582.54009
4242,584,1,13178.28049
4243,584,1,12839.70711
4244,689,1,13155.14525
4245,584,1,12423.64063
4246,584,1,12661.14108
4247,584,1,13477.03775
4248,584,1,8759.56151
4249,695,0,9533.526852
4250,666,0,10180.67622
4251,584,1,12765.94271
4252,584,1,7353.06117
4253,695,0,8409.01231
4254,584,1,16718.57068
4255,584,1,7548.314581
4256,584,1,17648.95198
4257,584,1,15529.40002
4258,770,1,16695.20748
4259,584,1,12415.35993
4260,666,1,11771.19435
4261,584,1,12493.74193
4262,584,1,10482.85493
4263,695,1,14688.41611
4264,584,1,8439.059714
4265,584,1,8372.036541
4266,770,1,12072.55204
4267,695,1,13566.9885
4268,770,0,11227.34551
4269,695,1,12184.82798
4270,770,0,10779.62753
4271,770,1,11719.48947
4272,584,1,13165.64202
4273,770,0,10194.95174
4274,584,1,10661.48532
4275,695,1,15605.54373
4276,584,1,9835.518506
4277,695,0,9998.007473
4278,584,1,9861.129293
4279,695,1,14168.06609
4280,584,1,5783.460908
4281,584,0,8928.834884
4282,584,1,10141.83952
4283,695,0,7208.893626
4284,584,1,10402.33944
4285,770,0,10559.66833
4286,666,1,10855.73412
4287,695,1,12899.40588
4288,770,1,13840.52776
4289,584,1,8833.660327
4290,695,0,6237.835691
4291,584,0,8302.322247
4292,584,1,11219.92415
4293,666,0,9155.775747
4294,584,1,11228.44697
4295,695,1,13509.85067
4296,770,0,9583.941784
4297,695,1,10874.52058
4298,584,1,12790.5634
4299,584,0,7937.378475
4300,584,1,13708.90321
4301,584,1,9421.687173
4302,584,0,7339.960214
4303,584,1,7889.159531
4304,695,0,8419.070168
4305,584,0,6074.041017
4306,584,1,12696.45318
4307,695,1,11072.23722
4308,584,1,8925.121982
4309,695,1,11427.95518
4310,584,1,10797.06157
4311,666,0,10030.66534
4312,584,1,10505.69298
4313,584,1,10374.33766
4314,770,0,14671.81793
4315,695,1,10258.25327
4316,770,1,10722.97853
4317,695,1,12726.52914
4318,584,1,16235.99942
4319,584,1,8352.062205
4320,695,1,11662.9809
4321,695,1,12802.66865
4322,584,1,8135.850085
4323,584,1,9303.353138
4324,770,0,9421.995316
4325,695,0,6475.206419
4326,584,1,7641.501945
4327,770,0,5837.567484
4328,584,1,8938.496302
4329,695,0,6108.353923
4330,770,0,9533.473223
4331,584,1,9651.603178
4332,695,1,12705.30643
4333,695,1,12876.07102
4334,770,0,6778.791246
4335,695,0,11878.48751
4336,584,1,9137.082242
4337,695,1,9347.828382
4338,770,0,8650.56019
4339,584,1,13349.25762
4340,695,1,13000.96098
4341,695,1,10154.5684
4342,695,1,11425.98787
4343,770,1,11509.10944
4344,859,0,7813.671779
4345,584,1,12618.10648
4346,584,1,7517.61929
4347,584,0,7899.819243
4348,666,1,15486.26508
4349,584,1,14904.30737
4350,584,1,12723.51612
4351,584,1,8649.829462
4352,584,1,13496.66839
4353,584,1,10032.02429
4354,695,1,12024.65485
4355,584,1,11707.89777
4356,770,1,14753.90007
4357,584,1,10912.83476
4358,584,1,10770.90096
4359,666,0,8214.242855
4360,695,1,11515.46507
4361,584,1,12734.76454
4362,584,1,5615.295563
4363,584,1,9532.84172
4364,584,1,9750.503543
4365,584,1,12224.00655
4366,584,1,12277.82651
4367,584,1,9236.978668
4368,695,0,10254.61534
4369,584,0,8943.914491
4370,695,0,6959.557339
4371,666,1,14533.67179
4372,584,1,7202.413989
4373,584,1,7547.888144
4374,770,1,12226.00795
4375,584,0,8770.906369
4376,584,1,7373.344929
4377,584,0,9762.595987
4378,584,1,13824.37345
4379,584,1,10271.5173
4380,770,0,8541.171543
4381,695,1,11104.31754
4382,695,1,15550.31816
4383,584,1,11872.06814
4384,584,1,13108.56975
4385,584,1,10023.89327
4386,859,1,14353.89881
4387,770,1,15454.84858
4388,584,1,7776.424671
4389,584,0,6027.552936
4390,770,1,12812.38812
4391,666,1,14944.04761
4392,584,1,14878.4797
4393,666,0,10331.0584
4394,666,1,10297.13773
4395,695,0,8819.142897
4396,770,1,13458.98739
4397,770,0,10614.93643
4398,695,0,13858.34489
4399,666,0,7110.182748
4400,584,1,10578.36778
4401,695,1,11663.48233
4402,695,1,7267.279904
4403,584,1,10326.75865
4404,584,1,13124.76341
4405,695,1,8934.632343
4406,584,1,9858.959554
4407,666,1,12110.25548
4408,695,1,15892.34626
4409,584,0,9014.50218
4410,584,1,15947.15757
4411,695,1,12816.95656
4412,666,0,7378.828617
4413,695,1,17329.86919
4414,584,1,13417.89631
4415,584,1,7332.559973
4416,584,1,14372.28595
4417,666,1,10936.67334
4418,695,1,11719.94736
4419,584,1,10106.84201
4420,695,1,12885.43954
4421,584,1,11310.36827
4422,584,1,13000.48177
4423,584,0,5713.324227
4424,695,0,10087.3894
4425,695,0,10144.40511
4426,584,1,15106.34321
4427,695,1,13044.17951
4428,770,0,10260.14148
4429,584,1,11469.64917
4430,584,1,12650.15914
4431,584,1,8935.152752
4432,584,0,7392.103926
4433,695,1,12223.00129
4434,695,1,11811.76169
4435,584,1,7259.380116
4436,584,0,10113.84688
4437,584,1,10755.75173
4438,584,1,13644.99038
4439,584,1,9220.190992
4440,770,1,12584.93671
4441,584,1,9437.349419
4442,689,0,10259.37878
4443,584,1,13563.98946
4444,584,1,14423.88902
4445,770,1,12376.40395
4446,695,1,15283.70291
4447,859,1,16387.29113
4448,666,0,7765.674711
4449,770,1,14695.03278
4450,770,0,10471.53561
4451,584,1,11660.82115
4452,666,1,8966.682563
4453,584,1,10610.02602
4454,859,0,10285.9357
4455,859,0,11996.12464
4456,770,0,12203.53464
4457,584,0,6017.507542
4458,584,0,5764.974475
4459,666,1,11176.80545
4460,666,1,13305.12959
4461,695,1,15388.10674
4462,695,0,7948.931313
4463,584,1,11322.58888
4464,584,1,9799.910975
4465,584,1,13532.56122
4466,859,0,6650.946389
4467,584,1,9437.204863
4468,584,1,10842.75649
4469,695,1,12719.44459
4470,584,1,7488.730212
4471,584,1,12820.14829
4472,695,1,12427.13435
4473,584,1,8770.01893
4474,584,1,8962.08114
4475,695,0,8460.926791
4476,584,1,12499.73153
4477,584,1,13663.24454
4478,859,0,11807.67216
4479,584,0,10481.04907
4480,584,1,11853.00054
4481,584,1,11547.51833
4482,666,0,9071.348189
4483,770,0,7599.858126
4484,584,1,13347.54014
4485,584,1,15559.45497
4486,695,1,13578.78796
4487,666,1,9689.072523
4488,695,1,13146.01929
4489,770,0,10101.03083
4490,695,0,8003.91894
4491,584,1,7896.932095
4492,695,0,8845.321869
4493,770,1,14200.47588
4494,584,1,6984.879872
4495,584,1,12264.74855
4496,695,1,11049.84065
4497,695,0,8646.770953
4498,695,0,7610.771483
4499,584,1,8941.182632
4500,584,1,11076.94227
4501,584,1,12745.1464
4502,859,0,10171.38019
4503,695,1,12851.09578
4504,695,1,14742.90918
4505,695,0,8733.955377
4506,666,1,10256.5973
4507,584,1,13737.62045
4508,695,0,8460.782027
4509,666,1,13353.48435
4510,584,1,12817.49476
4511,584,1,12232.04606
4512,584,1,11410.4311
4513,584,1,11941.98728
4514,584,1,13371.23996
4515,584,1,10200.9767
4516,584,1,11921.0749
4517,695,0,10206.04402
4518,584,1,10954.27764
4519,695,1,12177.58242
4520,695,0,7147.763645
4521,770,1,12844.63989
4522,770,0,10654.56496
4523,695,0,8794.224296
4524,584,1,11893.1122
4525,584,1,9050.834518
4526,584,1,15695.13683
4527,770,1,15238.18163
4528,695,1,9242.8681
4529,584,1,14115.46791
4530,695,0,11682.8311
4531,695,1,12900.47533
4532,770,0,9178.90839
4533,695,1,11529.72183
4534,695,1,14717.27233
4535,695,0,9272.353295
4536,859,0,10249.04535
4537,584,1,8481.422715
4538,584,1,11970.37552
4539,666,1,9556.931586
4540,584,1,12694.89094
4541,584,1,13821.87883
4542,770,0,8982.595125
4543,584,0,7189.783636
4544,584,1,13346.84516
4545,770,0,12456.45698
4546,584,1,9484.593931
4547,584,1,14806.21275
4548,584,1,10432.41911
4549,584,1,12084.07631
4550,695,1,14117.00112
4551,584,1,12482.45753
4552,770,0,8436.674286
4553,695,0,7756.848442
4554,584,1,12805.04425
4555,584,1,15127.99552
4556,584,1,11718.45924
4557,770,0,8924.936626
4558,584,1,13393.35556
4559,584,1,13410.22941
4560,584,1,11959.15889
4561,584,1,11406.40503
4562,695,0,8922.56349
4563,695,0,8809.840472
4564,770,0,9789.779762
4565,584,1,12124.43964
4566,584,1,11355.41322
4567,584,1,10257.59146
4568,584,1,10714.57767
4569,584,1,5545.386425
4570,770,0,7013.317597
4571,584,1,15871.54528
4572,584,1,9023.314168
4573,695,0,7472.991399
4574,770,0,10366.36864
4575,666,1,10094.50963
4576,666,1,12477.41997
4577,695,1,12439.96692
4578,770,1,9447.998127
4579,584,0,9052.434902
4580,695,0,8669.046553
4581,695,0,8710.339266
4582,695,1,15272.31427
4583,584,1,14035.03052
4584,584,1,14053.71307
4585,584,1,11431.96838
4586,584,1,9610.044691
4587,695,0,10429.19632
4588,695,1,12628.26439
4589,584,1,11184.85122
4590,584,1,12987.90215
4591,584,1,9297.502037
4592,695,1,11461.49597
4593,584,1,10491.84165
4594,695,1,18834.25042
4595,584,1,14130.59883
4596,666,1,12680.78102
4597,770,0,9479.247176
4598,584,1,12402.72421
4599,689,1,14304.16373
4600,770,0,13332.59093
4601,584,1,9787.335685
4602,666,1,8689.178666
4603,584,1,9945.728289
4604,584,1,13543.30463
4605,695,0,8456.817566
4606,770,0,9365.409602
4607,770,1,15910.44995
4608,695,1,15069.26643
4609,770,0,9531.437001
4610,859,0,11869.69042
4611,859,0,10722.2921
4612,584,1,10398.93706
4613,584,0,7487.010486
4614,770,1,11314.26237
4615,584,1,8397.115379
4616,584,1,14386.60259
4617,584,1,10504.97214
4618,666,1,11010.13406
4619,695,1,11012.6715
4620,666,1,13775.326
4621,695,0,6164.111088
4622,584,1,10932.1894
4623,584,1,11452.96687
4624,666,0,7250.336157
4625,770,1,13597.6837
4626,584,1,8865.354166
4627,695,0,10869.8109
4628,584,1,9288.479483
4629,859,0,9749.358201
4630,584,1,8030.578829
4631,584,1,13778.43515
4632,584,1,16330.13875
4633,695,1,13974.51395
4634,695,1,12058.10715
4635,666,0,8793.667857
4636,584,1,10456.43721
4637,584,1,16738.51589
4638,695,0,8231.543897
4639,770,1,13945.50496
4640,770,0,8314.748686
4641,584,1,9599.561342
4642,584,1,14027.09094
4643,689,1,14554.28931
4644,666,1,12413.1187
4645,695,1,13696.87073
4646,695,1,15481.28276
4647,584,1,8227.481914
4648,695,1,12316.14677
4649,584,1,10376.49934
4650,584,0,11917.10358
4651,695,1,11457.94629
4652,695,1,11338.29757
4653,689,1,13487.07921
4654,666,1,13832.58464
4655,695,1,10742.59628
4656,584,1,10407.99491
4657,695,0,6730.471285
4658,666,1,15269.89206
4659,695,1,11605.80471
4660,584,1,11553.45382
4661,584,1,12718.62812
4662,689,1,17303.82123
4663,584,1,12411.58169
4664,666,1,13031.6884
4665,584,1,14194.58576
4666,770,0,9994.348331
4667,770,1,14879.34995
4668,584,1,11443.87496
4669,584,1,15318.45495
4670,584,1,9731.394433
4671,695,0,6586.383312
4672,695,0,11201.25737
4673,695,1,8443.527784
4674,695,0,10298.9232
4675,584,1,12111.59645
4676,695,0,7013.057768
4677,584,1,13681.21652
4678,689,0,10958.88425
4679,695,1,14183.62529
4680,584,1,10720.53522
4681,859,1,13945.79436
4682,584,1,9804.101546
4683,584,1,5016.101734
4684,695,0,7581.696636
4685,695,0,10186.41355
4686,695,0,7153.438785
4687,584,1,13077.80972
4688,695,1,13553.71109
4689,695,1,10547.81737
4690,584,0,8198.457898
4691,584,1,11321.36004
4692,584,0,6984.367019
4693,770,0,9325.306719
4694,666,1,11517.83407
4695,695,1,8187.751678
4696,584,1,12982.75532
4697,584,1,10604.89277
4698,666,0,7594.899492
4699,859,0,7784.012823
4700,695,1,10856.76069
4701,584,1,15939.56553
4702,695,1,12292.57236
4703,695,1,12449.00177
4704,584,1,12893.08428
4705,584,1,11142.47817
4706,695,0,5327.289205
4707,584,1,13365.92995
4708,584,1,7348.375398
4709,770,0,10290.08941
4710,689,0,8065.877059
4711,584,1,12805.08387
4712,584,1,7624.555655
4713,695,1,12454.12287
4714,770,1,12777.50982
4715,584,1,12549.17283
4716,695,1,12669.09086
4717,584,1,8704.658224
4718,695,0,11357.18268
4719,584,1,10846.99394
4720,695,1,9811.197386
4721,584,1,9657.938306
4722,584,1,9750.86035
4723,695,0,11605.66277
4724,770,0,6340.578973
4725,695,1,13040.80144
4726,584,1,11520.39275
4727,695,1,14971.62839
4728,770,1,10069.83369
4729,859,0,5405.332539
4730,584,1,14852.41155
4731,689,1,13226.94802
4732,695,1,12226.10343
4733,770,0,9862.174067
4734,584,1,11574.58102
4735,584,1,13747.43276
4736,859,0,8699.116063
4737,695,0,5912.19079
4738,584,0,9117.093121
4739,584,1,9159.088944
4740,695,0,10748.61517
4741,695,0,9251.200849
4742,584,1,11353.01671
4743,584,0,9671.051241
4744,584,1,10660.02145
4745,584,1,13120.07838
4746,584,1,6510.487355
4747,584,1,11954.09956
4748,770,1,13664.85312
4749,666,1,12446.33334
4750,695,1,12214.30008
4751,695,1,14532.16619
4752,584,1,15849.73185
4753,666,1,15077.75397
4754,695,1,11860.55004
4755,859,0,12021.77057
4756,666,0,9796.957392
4757,584,1,10309.68906
4758,584,1,9533.94769
4759,584,1,12591.27187
4760,859,0,9398.334006
4761,584,1,12856.88532
4762,770,1,11923.00888
4763,584,1,11695.72464
4764,584,1,8077.677485
4765,695,1,12348.68293
4766,666,1,10223.03904
4767,584,0,7337.222473
4768,584,1,9727.075558
4769,695,1,10985.58959
4770,584,1,10965.87448
4771,584,1,10235.16498
4772,695,1,10434.76664
4773,695,1,10689.35592
4774,584,1,10261.13747
4775,859,0,12349.34034
4776,584,1,9641.691617
4777,859,0,10090.51663
4778,584,1,14645.97123
4779,695,1,10815.45864
4780,584,0,5965.750069
4781,584,1,9264.095201
4782,584,1,11895.6862
4783,695,0,8589.395264
4784,770,1,14419.49456
4785,584,1,7556.170383
4786,584,1,8918.314753
4787,584,1,12465.88397
4788,584,1,14187.01678
4789,584,1,12773.98559
4790,584,1,10664.25446
4791,695,0,6091.343872
4792,584,1,14542.45931
4793,584,1,8418.919371
4794,584,1,11640.20707
4795,584,1,9326.82572
4796,584,1,9265.627735
4797,770,0,7286.404098
4798,584,1,11806.09855
4799,770,1,10218.1691
4800,666,1,15370.62527
4801,695,1,11228.00089
4802,859,0,8424.058463
4803,584,1,13352.29803
4804,584,1,8200.801302
4805,695,1,13953.84541
4806,770,1,12783.958
4807,584,1,10181.61398
4808,770,0,8724.982908
4809,695,1,14310.24479
4810,584,1,14759.18563
4811,584,1,9484.10231
4812,695,0,7439.136817
4813,695,1,8529.249635
4814,584,1,13233.75001
4815,584,1,14628.34295
4816,770,1,15421.4525
4817,859,0,9837.88072
4818,584,1,7583.118033
4819,695,1,12532.16621
4820,770,1,15448.12098
4821,695,1,10957.74962
4822,584,1,11132.96418
4823,695,0,10293.94193
4824,695,1,12440.04364
4825,695,0,8279.496886
4826,584,1,10092.09318
4827,695,0,10941.405
4828,859,0,8908.889929
4829,695,0,7900.746561
4830,666,0,8888.563125
4831,770,1,12045.24359
4832,695,1,12347.56768
4833,584,1,13552.16366
4834,695,1,10916.72793
4835,695,0,8675.910126
4836,584,1,13730.73574
4837,584,1,11786.8402
4838,584,1,14282.63518
4839,584,1,8444.160877
4840,695,1,12295.58403
4841,770,0,12145.67154
4842,584,1,13447.24312
4843,584,1,8123.796142
4844,584,1,10825.64959
4845,695,1,15265.53366
4846,770,0,9316.11122
4847,695,1,12749.29129
4848,695,0,7003.550903
